Employee_ID,Department,Emails_Sent,Emails_Received,Meetings_Hours,Z_Score,Docs_Created,Sheets_Collaborated,Tasks_Completed,Week,Collaboration_Index,Productivity_Score,Communication_Load,Collaboration_Load
E1214,Sales,51,67,7.064019462,-1,11,1,18,1,1.488091647,2.23213747,118,12
E1215,Engineering,44,62,9.52141346,0,6,4,20,6,0.950442641,1.900885283,106,10
E1216,Support,40,57,8.465402035,-1,14,6,18,5,2.112958322,1.90166249,97,20
E1217,Sales,44,61,11.69803692,1,13,7,26,3,1.57504661,2.047560592,105,20
E1218,Marketing,35,71,7.629688838,-1,5,5,28,2,1.158790333,3.244612932,106,10
E1219,Operations,39,60,10.76863513,0,7,7,21,6,1.189602689,1.784404034,99,14
E1220,Operations,49,74,10.55364611,0,9,3,10,12,1.038633162,0.865527635,123,12
E1221,Finance,41,78,10.19731016,0,8,3,25,10,0.982378789,2.232679067,119,11
E1222,Operations,47,81,11.17802691,0,8,3,26,6,0.903266193,2.134992819,128,11
E1223,HR,54,72,6.392539285,-1,11,5,14,2,2.164344264,1.893801231,126,16
E1224,Support,41,62,6.502333419,-1,11,9,21,6,2.665837265,2.799129128,103,20
E1225,Engineering,45,92,14.30042716,1,8,3,22,6,0.718934177,1.437868353,137,11
E1226,Finance,49,64,5.380382222,-2,13,4,19,5,2.664417179,2.977878024,113,17
E1227,HR,44,89,16.49904344,2,3,5,23,4,0.457167846,1.314357557,133,8
E1228,HR,51,70,9.586711591,0,13,8,21,4,1.983618786,1.983618786,121,21
E1229,Sales,49,59,7.448561846,-1,6,3,27,10,1.065270062,3.195810186,108,9
E1230,Operations,66,78,12.58344563,1,5,5,22,7,0.736190233,1.619618512,144,10
E1231,Marketing,53,74,8.313299845,-1,7,2,20,8,0.966359953,2.147466562,127,9
E1232,Marketing,59,60,11.01459046,0,5,3,19,10,0.66585707,1.581410541,119,8
E1233,Finance,47,60,13.7292445,1,8,4,12,2,0.814705738,0.814705738,107,12
E1234,Support,57,87,12.13976562,1,9,6,26,5,1.141572874,1.978726315,144,15
E1235,Marketing,46,60,11.27948034,0,8,4,19,12,0.977240052,1.547296749,106,12
E1236,Engineering,39,72,11.96389431,1,9,7,20,8,1.234197042,1.542746302,111,16
E1237,Marketing,59,63,10.12022193,0,3,4,15,2,0.62948384,1.348893942,122,7
E1238,Finance,62,69,12.43328394,1,6,3,20,11,0.669977649,1.488839221,131,9
E1239,Marketing,37,65,6.781665022,-1,9,3,14,9,1.542086426,1.79910083,102,12
E1240,Engineering,54,81,14.37734813,1,9,1,19,2,0.650307186,1.235583654,135,10
E1241,Sales,38,57,9.531380334,0,18,3,19,4,1.994040604,1.804131975,95,21
E1242,Support,47,78,10.53154549,0,7,7,23,4,1.214061031,1.994528836,125,14
E1243,Finance,55,59,9.059346878,0,4,5,17,1,0.894690292,1.689970552,114,9
E1244,Sales,43,70,11.81833251,1,8,3,29,10,0.85814594,2.26238475,113,11
E1245,Sales,43,73,13.1623708,1,15,5,22,1,1.412192936,1.55341223,116,20
E1246,Sales,39,60,7.0237914,-1,9,5,23,4,1.744811063,2.866475317,99,14
E1247,HR,48,55,9.792152082,0,5,5,23,10,0.926599248,2.13117827,103,10
E1248,Support,54,68,10.50956628,0,7,3,23,3,0.868842471,1.998337683,122,10
E1249,Operations,41,70,11.30897019,0,7,6,27,8,1.056140343,2.193522251,111,13
E1250,Support,53,72,9.125322641,0,5,3,26,11,0.79009828,2.567819409,125,8
E1251,HR,56,73,8.704124838,0,7,7,21,11,1.44268548,2.16402822,129,14
E1252,Operations,46,75,12.65830655,1,5,2,13,9,0.512508632,0.951801744,121,7
E1253,Support,36,88,11.52591372,0,5,6,17,2,0.878179448,1.35718642,124,11
E1254,Sales,56,76,10.64639418,0,6,3,21,11,0.772771371,1.803133199,132,9
E1255,Finance,41,80,13.74821586,1,12,5,17,6,1.1526818,1.1526818,121,17
E1256,Operations,46,65,5.986817066,-1,8,5,24,8,1.86064697,3.435040559,111,13
E1257,Engineering,53,68,12.39535806,1,4,9,18,6,0.970485443,1.343749075,121,13
E1258,Engineering,47,73,11.12088286,0,9,6,32,1,1.237533617,2.640071715,120,15
E1259,Marketing,60,77,5.635239695,-1,6,3,25,7,1.356394104,3.767761399,137,9
E1260,Operations,55,79,13.49898155,1,2,5,24,2,0.482792531,1.655288678,134,7
E1261,Finance,61,72,11.76958985,1,7,7,23,12,1.096354712,1.801154169,133,14
E1262,HR,53,70,12.17002543,1,12,5,18,6,1.29080996,1.366739958,123,17
E1263,Sales,53,62,9.089032668,0,3,5,19,3,0.792940241,1.883233073,115,8
E1264,Marketing,49,64,12.28776798,1,7,7,11,3,1.053600576,0.827829024,113,14
E1265,Engineering,42,68,7.807181914,-1,6,4,25,1,1.135436976,2.83859244,110,10
E1266,HR,43,63,5.963746287,-1,6,5,19,8,1.57960953,2.728416461,106,11
E1267,HR,53,78,9.960834012,0,8,4,16,7,1.094807201,1.459742934,131,12
E1268,Sales,65,72,12.02502758,1,9,5,19,1,1.07485377,1.458730116,137,14
E1269,Operations,49,71,13.04477681,1,2,5,18,11,0.498405926,1.281615239,120,7
E1270,Engineering,43,71,10.45207233,0,12,6,14,12,1.571767929,1.222486167,114,18
E1271,Finance,55,76,10.22060116,0,7,8,17,1,1.336826769,1.515070338,131,15
E1272,HR,60,61,13.0429614,1,11,3,16,9,0.996940717,1.139360819,121,14
E1273,Sales,42,70,8.998190674,0,7,3,17,11,1.000180965,1.700307641,112,10
E1274,Finance,49,59,8.313626591,-1,16,7,17,7,2.469499907,1.82528254,108,23
E1275,Operations,52,61,14.85471644,2,9,7,22,9,1.009163428,1.387599714,113,16
E1276,Engineering,55,84,9.166715831,0,7,3,25,11,0.983601801,2.459004502,139,10
E1277,Operations,51,71,12.74984196,1,11,4,19,11,1.090921629,1.381834064,122,15
E1278,HR,54,73,14.07889113,1,11,6,22,10,1.127403856,1.458993225,127,17
E1279,Finance,61,70,10.63001804,0,7,8,8,9,1.289765842,0.687875116,131,15
E1280,Finance,50,72,10.79155594,0,8,7,15,3,1.272096751,1.272096751,122,15
E1281,Finance,41,60,15.39341189,2,9,4,26,9,0.793001487,1.586002973,101,13
E1282,HR,55,68,6.076083184,-1,9,6,25,8,2.119816798,3.533027997,123,15
E1283,HR,38,74,6.025205218,-1,7,4,19,6,1.565790558,2.704547328,112,11
E1284,Operations,44,64,12.4466162,1,7,3,29,5,0.743681522,2.156676414,108,10
E1285,Marketing,49,74,8.773733271,0,4,4,13,5,0.818520393,1.330095639,123,8
E1286,Operations,64,64,12.58448558,1,7,4,19,5,0.809747262,1.398654361,128,11
E1287,Engineering,61,89,9.830717716,0,4,4,18,10,0.738639877,1.661939723,150,8
E1288,Sales,49,67,12.49831615,1,5,3,16,2,0.592666516,1.185333031,116,8
E1289,Finance,46,69,7.355616872,-1,10,4,18,12,1.675519619,2.15423951,115,14
E1290,Marketing,49,84,11.83936614,1,7,0,18,1,0.545198254,1.401938367,133,7
E1291,Sales,63,62,8.497103925,-1,10,5,19,2,1.579428857,2.000609886,125,15
E1292,Marketing,40,62,12.16069218,1,13,6,14,3,1.443693063,1.063773836,102,19
E1293,Support,47,71,17.09378946,2,14,3,29,9,0.939548901,1.60275989,118,17
E1294,Operations,55,80,7.586521822,-1,8,4,21,11,1.397539102,2.445693429,135,12
E1295,HR,46,73,8.937736196,0,10,6,22,7,1.610024626,2.21378386,119,16
E1296,Finance,69,73,9.616772458,0,15,8,11,4,2.166383436,1.036096426,142,23
E1297,Operations,39,69,10.96825316,0,10,5,16,10,1.253315734,1.336870117,108,15
E1298,Sales,44,85,3.125948901,-2,9,6,19,11,3.635527332,4.605001287,129,15
E1299,Support,58,71,10.09971736,0,5,6,25,5,0.991016226,2.252309604,129,11
E1300,Support,32,70,9.344551093,0,9,8,11,2,1.643377257,1.063361755,102,17
E1301,Support,63,87,9.365673437,0,4,4,17,3,0.771778124,1.640028514,150,8
E1302,Sales,39,61,10.88360342,0,14,2,15,7,1.346392961,1.262243401,100,16
E1303,Sales,46,82,11.06221704,0,10,5,24,2,1.243552488,1.98968398,128,15
E1304,Sales,48,73,11.01574873,0,5,6,26,3,0.915465215,2.163826873,121,11
E1305,Sales,53,74,6.768865692,-1,6,3,23,6,1.158470278,2.960535156,127,9
E1306,Support,29,69,9.248821487,0,11,4,19,5,1.463582912,1.853871689,98,15
E1307,Support,53,62,9.122887028,0,6,3,27,11,0.889074429,2.667223286,115,9
E1308,Marketing,53,77,11.58188016,1,4,5,31,11,0.715314395,2.463860695,130,9
E1309,Operations,40,58,7.101733696,-1,5,5,28,2,1.234303715,3.456050402,98,10
E1310,Finance,41,66,10.58010636,0,8,7,17,3,1.29532489,1.468034876,107,15
E1311,HR,31,77,14.82657397,2,9,7,15,5,1.010957901,0.947773032,108,16
E1312,Support,54,56,2.017410761,-3,11,6,20,8,5.633969434,6.628199335,110,17
E1313,HR,47,64,9.49027125,0,4,5,25,11,0.857937777,2.383160493,111,9
E1314,Operations,57,87,4.045503321,-2,8,3,16,2,2.180159104,3.171140515,144,11
E1315,Operations,43,85,10.00082148,0,14,5,22,10,1.727143744,1.99985065,128,19
E1316,HR,45,73,12.50639078,1,7,9,28,3,1.184624395,2.073092691,118,16
E1317,Support,50,72,8.467259378,-1,17,4,18,4,2.218170979,1.90128941,122,21
E1318,HR,54,75,12.7781802,1,10,7,21,1,1.23383493,1.524149031,129,17
E1319,Marketing,47,56,14.0825173,1,11,8,23,8,1.259736662,1.52494438,103,19
E1320,Engineering,61,67,11.20532486,0,11,6,16,5,1.392834701,1.310903248,128,17
E1321,Support,57,90,8.455081149,-1,9,8,20,2,1.79797505,2.115264765,147,17
E1322,Support,40,65,11.60801281,1,9,5,29,10,1.110404963,2.300124566,105,14
E1323,Finance,43,47,15.04267227,2,8,6,20,12,0.872672567,1.246675096,90,14
E1324,Sales,57,75,6.006579429,-1,5,5,21,4,1.427229949,2.997182892,132,10
E1325,Engineering,59,70,13.32446272,1,8,5,21,10,0.907538402,1.466023572,129,13
E1326,Operations,52,58,6.133250314,-1,9,6,13,11,2.102828211,1.822451117,110,15
E1327,Support,53,80,5.447276518,-2,8,7,22,11,2.326563776,3.412293538,133,15
E1328,HR,52,64,6.299440249,-1,8,3,19,5,1.506964866,2.602939315,116,11
E1329,Engineering,29,65,9.881840905,0,5,5,22,1,0.918962158,2.021716747,94,10
E1330,Finance,52,53,13.78897401,1,10,9,18,4,1.284740915,1.217122972,105,19
E1331,Operations,43,59,3.966782469,-2,9,6,20,2,3.020063813,4.02675175,102,15
E1332,Sales,59,67,12.96862048,1,4,8,19,6,0.859068368,1.360191583,126,12
E1333,Sales,54,44,9.540686309,0,9,9,14,7,1.707668692,1.32818676,98,18
E1334,Finance,45,74,6.691335282,-1,9,4,19,8,1.690213665,2.47031228,119,13
E1335,Finance,62,75,11.77472811,1,9,5,23,6,1.095913735,1.800429708,137,14
E1336,HR,38,57,8.575505946,0,9,6,20,5,1.56649686,2.08866248,95,15
E1337,Support,39,61,16.77670857,2,4,4,24,9,0.450027066,1.350081198,100,8
E1338,Sales,61,75,11.49538633,0,7,7,25,12,1.120413537,2.00073846,136,14
E1339,Operations,39,78,10.16786271,0,9,7,18,3,1.432682368,1.611767664,117,16
E1340,Engineering,46,72,11.9446563,1,5,9,11,3,1.081527364,0.8497715,118,14
E1341,Operations,57,65,14.03057008,1,4,4,22,4,0.532248608,1.463683672,122,8
E1342,Marketing,48,58,14.3224895,1,8,4,18,5,0.783162553,1.17474383,106,12
E1343,Marketing,45,62,12.78411578,1,12,10,27,5,1.596039989,1.95877635,107,22
E1344,Finance,40,70,14.13039863,1,8,6,18,5,0.925289567,1.189658015,110,14
E1345,HR,59,55,13.60979494,1,9,5,14,10,0.958261225,0.958261225,114,14
E1346,Marketing,38,89,12.72787322,1,5,4,17,8,0.65560046,1.238356425,127,9
E1347,Sales,49,65,8.817050532,0,12,3,23,11,1.527953834,2.342862546,114,15
E1348,Operations,47,60,13.77171235,1,5,4,24,10,0.609272628,1.624727008,107,9
E1349,Operations,52,67,8.714080556,0,8,3,20,1,1.132376856,2.058867011,119,11
E1350,Finance,47,60,10.79070954,0,15,5,20,6,1.696250759,1.696250759,107,20
E1351,Support,47,76,8.871525431,0,14,5,11,3,1.924727858,1.114316128,123,19
E1352,Support,51,50,12.02194442,1,9,3,22,4,0.921521365,1.689455836,101,12
E1353,Engineering,64,74,13.83868804,1,12,5,13,5,1.145653844,0.876088234,138,17
E1354,Finance,52,70,8.779403728,0,9,10,26,9,1.94285874,2.658648802,122,19
E1355,Engineering,56,61,5.764808642,-1,8,5,20,8,1.921709939,2.956476829,117,13
E1356,Support,56,65,13.03161533,1,8,11,17,4,1.354085011,1.211549747,121,19
E1357,Finance,49,67,13.1067972,1,6,3,26,8,0.637990316,1.843083134,116,9
E1358,Finance,54,67,14.69339471,2,7,3,23,7,0.637210762,1.465584753,121,10
E1359,Finance,45,76,12.6816773,1,9,5,25,10,1.02326635,1.82726134,121,14
E1360,Support,46,86,12.75091064,1,6,3,19,2,0.654502108,1.381726672,132,9
E1361,Engineering,46,61,7.847741951,-1,5,6,23,5,1.243255066,2.599533319,107,11
E1362,Engineering,43,72,12.21108692,1,9,2,18,8,0.832633989,1.362491982,115,11
E1363,Finance,45,86,16.4404832,2,10,7,20,4,0.974743635,1.146757218,131,17
E1364,Marketing,37,94,8.341023524,-1,11,6,20,11,1.819929043,2.141092991,131,17
E1365,HR,44,59,6.346052467,-1,8,6,27,5,1.905785463,3.675443393,103,14
E1366,Support,45,70,10.42168742,0,13,5,21,11,1.575949275,1.838607487,115,18
E1367,HR,52,70,12.81231915,1,7,7,20,1,1.013587932,1.44798276,122,14
E1368,HR,57,65,10.64953595,0,4,2,25,8,0.515041975,2.146008228,122,6
E1369,Engineering,43,65,15.35131304,2,6,3,19,5,0.550414513,1.161986194,108,9
E1370,Engineering,48,63,7.418856595,-1,11,4,20,4,1.781714634,2.375619512,111,15
E1371,Marketing,45,86,5.453317995,-2,6,5,17,3,1.704549506,2.634303782,131,11
E1372,HR,50,72,14.28700212,1,7,5,18,8,0.784980594,1.17747089,122,12
E1373,HR,40,73,5.776180877,-1,8,5,16,5,1.918484798,2.361212059,113,13
E1374,Finance,52,64,10.95136377,0,8,2,33,11,0.836724594,2.76119116,116,10
E1375,Engineering,46,72,14.20546296,1,4,2,23,7,0.394595023,1.512614253,118,6
E1376,HR,41,70,10.64887272,0,12,4,19,9,1.373523463,1.631059113,111,16
E1377,Operations,50,70,7.906260501,-1,6,4,24,9,1.122805694,2.694733665,120,10
E1378,Marketing,51,62,13.8168711,1,11,10,18,9,1.41730328,1.214831383,113,21
E1379,Operations,40,56,10.51235047,0,8,7,19,4,1.30294852,1.650401459,96,15
E1380,Operations,52,84,9.337378741,0,9,3,18,9,1.160835866,1.741253799,136,12
E1381,Support,40,69,14.93052192,2,5,5,19,7,0.627725824,1.192679066,109,10
E1382,Support,53,80,8.871563397,0,5,8,20,9,1.316913996,2.026021532,133,13
E1383,Marketing,60,53,8.201987764,-1,4,7,15,7,1.195393895,1.630082585,113,11
E1384,Operations,46,71,7.29178061,-1,5,6,18,5,1.326614936,2.17082444,117,11
E1385,HR,53,59,13.64812436,1,11,6,34,10,1.160558143,2.321116286,112,17
E1386,Engineering,40,62,11.28293895,0,11,8,26,5,1.546861064,2.116757245,102,19
E1387,Marketing,51,84,8.537579432,0,9,4,19,7,1.363029277,1.992119713,135,13
E1388,Finance,40,76,5.68305727,-1,8,6,17,4,2.094849623,2.54374597,116,14
E1389,Operations,39,66,14.22616703,1,9,5,27,12,0.91946975,1.77326309,105,14
E1390,Marketing,42,68,8.581671032,0,9,5,17,6,1.461123008,1.774220795,110,14
E1391,Sales,42,83,4.542436831,-2,5,8,16,8,2.345538686,2.886816844,125,13
E1392,Sales,50,64,10.26203868,0,6,3,22,1,0.799144831,1.953465143,114,9
E1393,Support,43,88,13.09803424,1,11,7,19,12,1.276773747,1.347705622,131,18
E1394,Engineering,50,67,12.16039556,1,7,4,29,3,0.835841138,2.203581182,117,11
E1395,HR,60,70,10.24359126,0,9,7,18,3,1.423032876,1.600911985,130,16
E1396,Engineering,49,60,8.674613165,0,6,3,21,11,0.930269753,2.170629424,109,9
E1397,Engineering,51,84,8.318103874,-1,5,4,25,5,0.965861738,2.682949271,135,9
E1398,Engineering,46,77,13.82792788,1,8,8,14,2,1.079044903,0.94416429,123,16
E1399,Engineering,45,67,4.141582541,-2,4,6,14,10,1.944926474,2.722897063,112,10
E1400,Finance,42,68,7.1524654,-1,12,2,11,2,1.717271931,1.349285089,110,14
E1401,Finance,51,65,9.712509424,0,10,3,19,5,1.213534522,1.773627378,116,13
E1402,Support,55,70,4.017043602,-2,12,6,13,3,3.587770294,2.591167435,125,18
E1403,Marketing,50,75,9.346144193,0,5,6,19,1,1.063198018,1.83643294,125,11
E1404,Sales,48,83,6.319111663,-1,6,3,18,6,1.229657425,2.45931485,131,9
E1405,Engineering,38,65,11.42437757,0,6,3,17,4,0.724382364,1.368277799,103,9
E1406,Support,39,76,8.280418262,-1,9,7,15,7,1.724060225,1.616306461,115,16
E1407,Marketing,52,84,8.800816165,0,5,3,10,7,0.816258551,1.020323189,136,8
E1408,Sales,60,78,8.070859894,-1,9,4,27,9,1.433160709,2.97656455,138,13
E1409,Operations,45,80,12.02866777,1,14,9,23,12,1.765337824,1.765337824,125,23
E1410,HR,63,55,9.793265745,0,7,5,25,4,1.111804368,2.3162591,118,12
E1411,Finance,46,73,12.83816071,1,6,8,17,12,1.011695145,1.228486961,119,14
E1412,Operations,54,70,13.62387453,1,9,7,19,2,1.094101291,1.299245283,124,16
E1413,Sales,63,73,9.138867483,0,8,4,26,9,1.183564143,2.564388976,136,12
E1414,Operations,45,72,7.908675074,-1,11,6,21,10,1.908252334,2.357252883,117,17
E1415,HR,51,76,8.743141729,0,9,2,21,5,1.12899928,2.155362262,127,11
E1416,Support,56,68,17.98547115,3,10,2,24,9,0.632062271,1.264124541,124,12
E1417,Sales,48,49,8.147563487,-1,6,8,17,7,1.530462185,1.858418367,97,14
E1418,Operations,47,57,9.475793333,0,8,5,15,6,1.240956134,1.431872463,104,13
E1419,Finance,37,58,10.64339121,0,10,8,21,2,1.545941357,1.803598249,95,18
E1420,Finance,50,70,11.63970596,1,6,7,17,3,1.028504939,1.344967997,120,13
E1421,Marketing,42,71,10.31010282,0,8,3,12,12,0.972581786,1.060998312,113,11
E1422,Operations,48,65,15.32182474,2,7,4,16,11,0.673944254,0.980282552,113,11
E1423,Engineering,53,83,10.70790622,0,8,4,12,4,1.024948421,1.024948421,136,12
E1424,Operations,44,58,9.552148181,0,8,6,11,4,1.326744068,1.042441767,102,14
E1425,Support,50,81,12.86763639,1,13,0,25,7,0.937434443,1.802758545,131,13
E1426,Sales,42,68,7.34010646,-1,8,4,13,11,1.438830554,1.5587331,110,12
E1427,Sales,51,76,11.61758289,1,9,6,17,8,1.188817234,1.347326199,127,15
E1428,Support,45,74,8.887530348,0,9,2,19,7,1.112512388,1.921612307,119,11
E1429,Operations,40,67,13.85691976,1,7,4,13,6,0.740395733,0.87501314,107,11
E1430,Support,60,60,14.08786768,1,4,6,22,10,0.662784179,1.458125195,120,10
E1431,HR,50,68,9.477737389,0,5,8,15,12,1.240725885,1.431606791,118,13
E1432,Support,49,72,7.388834297,-1,7,4,19,6,1.311266811,2.264915401,121,11
E1433,Finance,47,79,4.41333199,-2,4,6,15,2,1.847291099,2.770936648,126,10
E1434,Support,64,76,10.67563146,0,10,5,23,8,1.284727088,1.969914868,140,15
E1435,Sales,53,53,3.602112526,-2,10,4,22,1,3.042081201,4.780413315,106,14
E1436,Finance,56,70,9.744870964,0,5,7,23,10,1.116811923,2.140556185,126,12
E1437,Sales,52,72,8.317119689,-1,11,4,23,8,1.609939606,2.468574062,124,15
E1438,Marketing,51,59,11.67418421,1,9,6,20,8,1.183508126,1.578010834,110,15
E1439,Engineering,50,61,9.959076778,0,5,6,19,9,1.003734185,1.733722684,111,11
E1440,Sales,47,73,8.30096447,-1,7,3,19,12,1.075157316,2.042798901,120,10
E1441,Finance,41,59,12.54721007,1,3,6,18,5,0.66434343,1.328686859,100,9
E1442,Marketing,51,69,6.72610809,-1,10,7,16,5,2.200331629,2.070900357,120,17
E1443,Sales,46,66,11.68922791,1,14,3,22,6,1.339719021,1.733754027,112,17
E1444,HR,45,79,16.18652781,2,9,4,16,9,0.756406422,0.93096175,124,13
E1445,Support,54,62,12.89671485,1,7,7,19,8,1.007432343,1.367229609,116,14
E1446,Engineering,42,62,8.783668268,0,9,5,22,2,1.430956122,2.248645334,104,14
E1447,Sales,50,74,6.945029075,-1,8,7,25,12,1.887972952,3.146621587,124,15
E1448,Marketing,47,63,12.8039784,1,5,6,18,5,0.796871719,1.303971904,110,11
E1449,HR,50,60,6.32706856,-1,9,2,19,12,1.501282527,2.593124364,110,11
E1450,Operations,46,67,10.01804429,0,9,5,18,4,1.270642923,1.633683758,113,14
E1451,Marketing,43,67,12.17352676,1,7,10,19,4,1.290466882,1.442286515,110,17
E1452,Support,46,74,6.973147527,-1,7,7,23,1,1.755893761,2.884682608,120,14
E1453,Marketing,54,60,6.807600211,-1,5,6,22,10,1.408883614,2.817767228,114,11
E1454,HR,47,63,6.046388317,-1,11,6,20,7,2.412583473,2.838333498,110,17
E1455,Marketing,48,75,14.78347272,2,7,7,26,5,0.887003782,1.647292738,123,14
E1456,HR,54,54,15.09552422,2,10,4,14,10,0.869807023,0.869807023,108,14
E1457,Sales,54,81,15.05085454,2,6,3,23,9,0.56071781,1.432945513,135,9
E1458,HR,48,61,15.45225787,2,11,10,16,11,1.276420547,0.972510893,109,21
E1459,HR,48,85,8.100894829,-1,6,9,15,1,1.648189577,1.648189577,133,15
E1460,Engineering,40,76,4.562005551,-2,6,7,19,10,2.337286412,3.416033987,116,13
E1461,HR,53,54,15.10974282,2,4,4,18,10,0.496593899,1.117336273,107,8
E1462,HR,54,69,12.7875315,1,5,5,17,7,0.725292994,1.232998089,123,10
E1463,Operations,59,76,12.5463299,1,12,2,14,6,1.033490259,1.033490259,135,14
E1464,Sales,54,64,6.879936554,-1,8,2,24,2,1.269045751,3.045709802,118,10
E1465,Support,56,81,10.29115296,0,7,5,21,9,1.062778978,1.859863211,137,12
E1466,Engineering,49,68,10.47780107,0,15,5,24,10,1.742494044,2.090992853,117,20
E1467,Operations,62,68,9.810585261,0,8,7,30,8,1.387528948,2.775057897,130,15
E1468,Finance,43,69,7.449213046,-1,10,4,19,9,1.656959047,2.248730136,112,14
E1469,Sales,61,71,4.297248004,-2,8,4,21,2,2.265327202,3.964322604,132,12
E1470,Sales,53,60,7.742007525,-1,10,2,17,3,1.372682415,1.944633421,113,12
E1471,Finance,57,70,1.385602035,-3,11,5,17,6,6.706902395,7.126083795,127,16
E1472,Support,50,62,8.761364204,0,5,9,17,6,1.434225761,1.741559852,112,14
E1473,HR,62,71,8.155005049,-1,4,3,20,4,0.764609081,2.184597375,133,7
E1474,Operations,43,63,6.496823075,-1,5,5,17,11,1.333898359,2.267627211,106,10
E1475,Marketing,54,89,11.20259781,0,11,5,19,5,1.31119621,1.5570455,143,16
E1476,Engineering,55,70,8.969886148,0,4,6,23,9,1.003020481,2.306947106,125,10
E1477,Marketing,65,62,9.186535126,0,10,8,16,12,1.767038525,1.570700911,127,18
E1478,Finance,39,68,14.17297413,1,8,7,17,10,0.988599854,1.120413167,107,15
E1479,Sales,54,72,9.036776674,0,10,6,21,1,1.594137293,2.092305197,126,16
E1480,Support,60,59,11.36129237,0,10,5,19,5,1.213465352,1.537056113,119,15
E1481,Sales,45,70,6.750634678,-1,6,3,23,3,1.161195228,2.967498915,115,9
E1482,Engineering,48,56,10.76629887,0,7,6,28,6,1.104850399,2.379677783,104,13
E1483,Sales,55,71,9.692346636,0,8,9,18,2,1.589922267,1.683447106,126,17
E1484,Sales,41,71,10.27765762,0,8,4,20,5,1.064050746,1.77341791,112,12
E1485,Engineering,51,63,6.325458034,-1,15,6,15,9,2.866714942,2.04765353,114,21
E1486,Operations,49,71,6.610784214,-1,10,3,19,5,1.70810256,2.496457588,120,13
E1487,Operations,49,70,8.96148514,0,7,2,20,4,0.90347974,2.007732755,119,9
E1488,Engineering,57,65,13.9919176,1,7,9,29,4,1.067241725,1.934375626,122,16
E1489,Support,50,66,5.67921688,-1,9,1,19,10,1.497181508,2.844644865,116,10
E1490,Finance,48,68,15.0415413,2,7,5,20,10,0.748057794,1.246762991,116,12
E1491,Sales,55,67,7.880356918,-1,6,4,19,9,1.126080865,2.139553644,122,10
E1492,Support,43,77,10.24927024,0,9,8,15,9,1.511209139,1.333419829,120,17
E1493,Sales,40,78,13.00780663,1,6,4,13,9,0.713887639,0.928053931,118,10
E1494,Finance,60,64,8.933007992,0,4,4,19,6,0.805395506,1.912814327,124,8
E1495,Operations,55,62,9.269148178,0,7,3,19,1,0.973790603,1.850202146,117,10
E1496,Support,45,82,14.33956035,1,11,5,22,4,1.043054666,1.434200166,127,16
E1497,HR,41,56,13.28987584,1,7,7,24,10,0.979714601,1.679510744,97,14
E1498,HR,52,74,12.10189226,1,12,6,17,2,1.373847353,1.2975225,126,18
E1499,HR,55,71,9.562101488,0,10,5,18,10,1.420171925,1.70420631,126,15
E1500,Operations,56,62,9.770774355,0,6,4,21,10,0.928438353,1.949720541,118,10
E1501,Operations,42,76,6.783088883,-1,7,1,13,7,1.027869541,1.670288005,118,8
E1502,Finance,44,78,9.147598948,0,5,8,17,8,1.281091228,1.675273145,122,13
E1503,Sales,37,86,10.20214635,0,11,3,28,12,1.249760498,2.499520996,123,14
E1504,Finance,53,78,9.899227149,0,5,4,18,8,0.825746622,1.651493244,131,9
E1505,Finance,54,68,10.88830029,0,8,5,17,9,1.093512081,1.429977337,122,13
E1506,Operations,44,53,13.33442336,1,7,6,17,9,0.906907775,1.185956322,97,13
E1507,HR,43,69,5.46590077,-2,11,8,27,4,2.938492358,4.175752298,112,19
E1508,Marketing,49,57,8.100256396,-1,7,8,14,11,1.648305207,1.538418193,106,15
E1509,Sales,52,69,13.43333242,1,9,6,20,9,1.039261036,1.385681381,121,15
E1510,Operations,39,70,17.39861825,2,6,5,18,4,0.597870984,0.978334338,109,11
E1511,HR,50,73,6.778835981,-1,13,3,26,6,2.056863011,3.342402393,123,16
E1512,Support,36,58,8.12388291,-1,7,4,22,8,1.205627046,2.411254092,94,11
E1513,Marketing,44,75,6.074093219,-1,9,2,12,4,1.554969614,1.696330488,119,11
E1514,Marketing,50,53,3.89036817,-2,11,2,25,7,2.658286564,5.112089547,103,13
E1515,Operations,58,73,10.82344722,0,5,8,14,5,1.099510131,1.184087834,131,13
E1516,Engineering,45,69,11.78273058,1,4,4,19,8,0.625844373,1.486380385,114,8
E1517,Sales,55,86,9.10111338,0,8,6,22,12,1.385985829,2.177977731,141,14
E1518,Marketing,49,76,9.128333779,0,4,5,21,7,0.888596308,2.073391385,125,9
E1519,Operations,51,57,9.666675145,0,9,8,17,10,1.593748733,1.593748733,108,17
E1520,Operations,56,72,8.294154417,-1,5,3,15,11,0.860756088,1.613917666,128,8
E1521,HR,51,62,9.869260649,0,8,6,22,8,1.288036091,2.024056715,113,14
E1522,Support,55,64,14.16067908,1,9,6,16,8,0.989401591,1.055361697,119,15
E1523,Engineering,47,65,7.51785867,-1,8,3,15,8,1.291404381,1.761005974,112,11
E1524,Sales,72,71,9.150872895,0,8,6,24,7,1.379191735,2.364328689,143,14
E1525,Finance,45,56,9.617066791,0,5,5,17,11,0.94187973,1.601195541,101,10
E1526,Support,58,64,8.297489731,-1,7,3,21,4,1.075559134,2.258674181,122,10
E1527,Support,45,75,10.20377693,0,7,11,16,7,1.60660107,1.42808984,120,18
